average,campus,course,course_title,detail,educators,faculty_title,grades/50-54%,grades/55-59%,grades/60-63%,grades/64-67%,grades/68-71%,grades/72-75%,grades/76-79%,grades/80-84%,grades/85-89%,grades/90-100%,grades/<50%,high,low,median,percentile_25,percentile_75,reported,section,session,subject,subject_title,year
91.5,UBCV,596,Correlational Designs and Analysis in Educational Research,,Amery Wu,Faculty of Education,,,,,,,,,,10,,96,86,92,90,93,13,090,W,EPSE,Educational Psychology and Special Education,2021
92.6,UBCV,606,College and University Teaching,,Jennifer Vadeboncoeur,Faculty of Education,,,,,,,,,,6,,96,87,93,92,94,7,075,W,EPSE,Educational Psychology and Special Education,2021
95.8,UBCV,682,Multivariate Designs and Analysis in Educational Research,,Edward Kroc,Faculty of Education,0,0,0,0,0,0,0,0,0,12,0,100,91,95,93.5,98.5,12,075,W,EPSE,Educational Psychology and Special Education,2021
90.1,UBCV,500,Research Methodology in Education,,Janet Mccracken,Faculty of Education,,,,,,,,,,14,,98,76,91,89.5,93,19,64A,W,ETEC,Educational Technology,2021
78.7,UBCV,500,Research Methodology in Education,,Oksana Bartosh,Faculty of Education,,,,,,,,,6,7,,95,0,87,85,93,17,64B,W,ETEC,Educational Technology,2021
87.8,UBCV,500,Research Methodology in Education,,Keri Ewart,Faculty of Education,,,,,,,,,,6,,93,82,88,86,90,14,64C,W,ETEC,Educational Technology,2021
90,UBCV,500,Research Methodology in Education,,Oksana Bartosh,Faculty of Education,,,,,,,,,,16,,96,70,91,89,93,23,65A,W,ETEC,Educational Technology,2021
89.3,UBCV,500,Research Methodology in Education,,Oksana Bartosh,Faculty of Education,,,,,,,,,7,11,,96,82,90,86,92,21,65B,W,ETEC,Educational Technology,2021
95.5,UBCV,510,Design of Technology- Supported Learning Environments,,Diane Janes,Faculty of Education,,,,,,,,,,21,,97,88,96,95,96,22,64A,W,ETEC,Educational Technology,2021
94.6,UBCV,510,Design of Technology- Supported Learning Environments,,Diane Janes,Faculty of Education,0,0,0,0,0,0,0,0,0,21,0,96,92,95,94,95,21,64B,W,ETEC,Educational Technology,2021
96.2,UBCV,510,Design of Technology- Supported Learning Environments,,Tatiana Bourlova,Faculty of Education,0,0,0,0,0,0,0,0,0,23,0,99,91,96,95.5,98,23,64C,W,ETEC,Educational Technology,2021
92.4,UBCV,510,Design of Technology- Supported Learning Environments,,Diane Janes,Faculty of Education,,,,,,,,,,19,,96,88,93,91,93,22,65A,W,ETEC,Educational Technology,2021
90.6,UBCV,510,Design of Technology- Supported Learning Environments,,Tatiana Bourlova,Faculty of Education,,,,,,,,,,14,,99,24,97,95,99,16,65B,W,ETEC,Educational Technology,2021
86.3,UBCV,511,Foundations of Educational Technology,,Jennifer Jenson;Suzanne De Castell,Faculty of Education,,,,,,,,9,23,8,,92,76,87,84.3,88,42,65A,W,ETEC,Educational Technology,2021
87.8,UBCV,512,Applications of Learning Theories to the Analysis of Instructional Settings,,Halimat Alabi,Faculty of Education,,,,,,,,,,14,,100,0,94,88,96,19,64A,W,ETEC,Educational Technology,2021
90,UBCV,512,Applications of Learning Theories to the Analysis of Instructional Settings,,Christopher Rozitis,Faculty of Education,,,,,,,,,,14,,95,73,92,89,93,20,64B,W,ETEC,Educational Technology,2021
81,UBCV,512,Applications of Learning Theories to the Analysis of Instructional Settings,,Christopher Rozitis,Faculty of Education,,,,,,,,,8,10,,97,0,89,88,90,22,64C,W,ETEC,Educational Technology,2021
89.6,UBCV,512,Applications of Learning Theories to the Analysis of Instructional Settings,,Christopher Rozitis;Halimat Alabi,Faculty of Education,,,,,,,,,8,11,,97,79,89.5,86.3,92.8,22,65A,W,ETEC,Educational Technology,2021
87.5,UBCV,512,Applications of Learning Theories to the Analysis of Instructional Settings,,Christopher Rozitis;Halimat Alabi,Faculty of Education,,,,,,,,,9,8,,94,77,87.5,85.3,91,22,65B,W,ETEC,Educational Technology,2021
87,UBCV,521,"Indigeneity, Technology, and Education",,Shirley Hardman,Faculty of Education,,,,,,,,7,,9,,94,77,88,83.3,90.8,22,64A,W,ETEC,Educational Technology,2021
84.5,UBCV,522,Ventures in Learning Technology,,David Vogt,Faculty of Education,,,,,,,,9,,,,94,76,83.5,82,88,20,65A,W,ETEC,Educational Technology,2021
84.5,UBCV,523,Mobile & Open Education,,David Vogt,Faculty of Education,,,,,,,,9,9,,,97,77,84,82,86.8,22,64A,W,ETEC,Educational Technology,2021
81.7,UBCV,523,Mobile & Open Education,,David Vogt,Faculty of Education,,,,,,,,9,6,,,89,70,81,80,86,19,64B,W,ETEC,Educational Technology,2021
92,UBCV,524,"Learning Technologies: Selection, Design, and Application",,Natasha Boskic,Faculty of Education,,,,,,,,,,13,,98,81,93,90,95,17,65A,W,ETEC,Educational Technology,2021
91.2,UBCV,524,"Learning Technologies: Selection, Design, and Application",,Keri Ewart,Faculty of Education,,,,,,,,,,13,,97,84,91,88.8,94.5,20,65B,W,ETEC,Educational Technology,2021
96.8,UBCV,530,Constructivism Strategies for E-Learning,,Diane Janes,Faculty of Education,0,0,0,0,0,0,0,0,0,15,0,99,94,97,96.5,98,15,65A,W,ETEC,Educational Technology,2021
90.4,UBCV,531,Curriculum Issues in Cultural and New Media Studies,,Keri Ewart,Faculty of Education,,,,,,,,,10,10,,97,84,89,87,94,21,64A,W,ETEC,Educational Technology,2021
93,UBCV,531,Curriculum Issues in Cultural and New Media Studies,,Keri Ewart,Faculty of Education,,,,,,,,,,21,,96,87,93,92,95,22,65A,W,ETEC,Educational Technology,2021
94.7,UBCV,532,Technology in the Arts and the Humanities Classroom,,Alexander De Cosson,Faculty of Education,,,,,,,,,,18,,98,86,96,94,97,20,65A,W,ETEC,Educational Technology,2021
91.2,UBCV,533,Technology in the Mathematics and Science Classroom,,Christopher Rozitis,Faculty of Education,,,,,,,,,,14,,96,72,93,89,94.3,20,65A,W,ETEC,Educational Technology,2021
91,UBCV,540,Text Technologies: The Changing Spaces of Reading and Writing,,Ernesto Pena Alonso,Faculty of Education,,,,,,,,,,20,,93,89,91,91,91,21,64A,W,ETEC,Educational Technology,2021
91.5,UBCV,540,Text Technologies: The Changing Spaces of Reading and Writing,,Ernesto Pena Alonso,Faculty of Education,,,,,,,,,,21,,94,89,91,91,92,22,64B,W,ETEC,Educational Technology,2021
90.7,UBCV,540,Text Technologies: The Changing Spaces of Reading and Writing,,Keri Ewart,Faculty of Education,0,0,0,0,0,0,0,0,9,13,0,97,85,91,88,93,22,64C,W,ETEC,Educational Technology,2021
87.9,UBCV,542,Culture and Communication in Virtual Learning Environments,,Hyoshin Kim,Faculty of Education,,,,,,,,,15,7,,91,69,89,88,90,23,65A,W,ETEC,Educational Technology,2021
90.5,UBCV,543,Understanding Learning Analytics,,Leah Macfadyen,Faculty of Education,,,,,,,,,,14,,95,83,91.5,89,93,20,64A,W,ETEC,Educational Technology,2021
89.5,UBCV,543,Understanding Learning Analytics,,Halimat Alabi,Faculty of Education,,,,,,,,,,12,,100,73,90,86,96,21,64B,W,ETEC,Educational Technology,2021
88.1,UBCV,544,Digital Games & Learning,,Jennifer Jenson,Faculty of Education,,,,,,,,,10,10,,94,74,89,86.5,91,23,65A,W,ETEC,Educational Technology,2021
90.5,UBCV,544,Digital Games & Learning,,Keri Ewart,Faculty of Education,,,,,,,,,6,15,,95,83,90.5,88.3,92.8,22,65B,W,ETEC,Educational Technology,2021
82.8,UBCV,544,Digital Games & Learning,,Samuel Mccready,Faculty of Education,,,,,,,,12,,,,90,78,82.5,81,85,20,65C,W,ETEC,Educational Technology,2021
85.3,UBCV,565,Special Course in Subject Matter Field,B,Suzanne De Castell,Faculty of Education,,,,,,,,,9,,,93,72,87,83.5,89.3,20,64A,W,ETEC,Educational Technology,2021
89.4,UBCV,565,Special Course in Subject Matter Field,C,Michelle Stack;Heidi Janz,Faculty of Education,0,0,0,0,0,0,0,0,12,11,0,96,85,89,88,91,23,65A,W,ETEC,Educational Technology,2021
92,UBCV,565,Special Course in Subject Matter Field,E,Derek Gladwin,Faculty of Education,,,,,,,,,,18,,95,86,92,91,93.8,22,64A,W,ETEC,Educational Technology,2021
92,UBCV,590,Graduating Project,,Leah Macfadyen,Faculty of Education,,,,,,,,,,18,,96,86,92,91,93.8,22,64A,W,ETEC,Educational Technology,2021
81.5,UBCV,500,Leadership and Sustainability,,Justin Bull,Faculty of Forestry,,,,,,,,28,,,,86,73,82,80,83,38,101,W,FCOR,Forestry Core,2021
81.2,UBCV,501,Project Management,,Stephanie Arbuckle,Faculty of Forestry,,,,,,,7,16,10,,,90,70,81.5,77.3,85,38,101,W,FCOR,Forestry Core,2021
86.5,UBCV,502,Entrepreneurship,,Thomas Urban,Faculty of Forestry,,,,,,,,11,11,13,,95,79,87.5,82,90,38,201,W,FCOR,Forestry Core,2021
86.3,UBCV,503,Policy Analysis,,Jocelynn Fraser,Faculty of Forestry,,,,,,,,13,14,9,,93,78,87,84,89,38,201,W,FCOR,Forestry Core,2021
90.6,UBCV,599,Project Proposal Development and Proof of Concept,,Paul Pickell;Sara Barron,Faculty of Forestry,,,,,,,,,10,15,,98,77,92,87,95,28,001,W,FCOR,Forestry Core,2021
96.6,UBCV,599,Project Proposal Development and Proof of Concept,,Zhaohua Cheng;Sara Barron,Faculty of Forestry,,,,,,,,,,9,,100,79,98.5,97.3,99,10,002,W,FCOR,Forestry Core,2021
78.7,UBCV,101,Introduction to the History of Film Production,,Rami Katz,Faculty of Arts,,,,,,7,15,15,,7,,94,36,79,76,83.3,52,001,W,FIPR,Film Production,2021
87.1,UBCV,131,Introduction to Screen Acting,,Bart Anderson,Faculty of Arts,,,,,,,,11,28,30,,98,0,89,86,92,73,001,W,FIPR,Film Production,2021
68.5,UBCV,133,Introduction to Film and Media Production,,William Brown,Faculty of Arts,,,,,,,,6,6,,,87,1,77,64,84,31,001,W,FIPR,Film Production,2021
91,UBCV,133,Introduction to Film and Media Production,,Jessica Johnson,Faculty of Arts,,,,,,,,,8,25,,98,72,92,87,95,36,002,W,FIPR,Film Production,2021
76.3,UBCV,230,Introduction to Motion Picture Directing,,Antoine Bourges,Faculty of Arts,,,,,,6,10,18,9,,,92,13,80,74,84,58,001,W,FIPR,Film Production,2021
83.1,UBCV,233,Film and Media Production I,,Shannon Walsh,Faculty of Arts,,,,,,,,,10,,,90,62,86,79.3,88.8,18,002,W,FIPR,Film Production,2021
83.7,UBCV,234,Production Planning and Professional Practices,,Sharon Mcgowan,Faculty of Arts,,,,,,,,,16,25,,97,0,89,83,94,56,001,W,FIPR,Film Production,2021
81.5,UBCV,299,Directed Studies: On-Campus Research,,Shannon Walsh,Faculty of Arts,,,,,,,,,12,,,85,60,85,80,85,18,001,W,FIPR,Film Production,2021
88.9,UBCV,330,Intermediate Motion Picture Directing,,Bart Anderson,Faculty of Arts,,,,,,,,,6,6,,95,81,89,85.5,93.5,15,001,W,FIPR,Film Production,2021
84.7,UBCV,333,Film and Media Production II,,Antoine Bourges,Faculty of Arts,,,,,,,,,,,,94,68,86.5,82,90,14,001,W,FIPR,Film Production,2021
85.5,UBCV,337,Cinematography and Lighting I,,Devan Scott,Faculty of Arts,,,,,,,,,6,,,92,78,85,82.5,89,15,001,W,FIPR,Film Production,2021
91.9,UBCV,338,Motion Picture Sound,,Justin Aucoin;Caisha Lea Bremner-Thompson,Faculty of Arts,,,,,,,,,,9,,99,84,92,86,98,15,001,W,FIPR,Film Production,2021
84.9,UBCV,339,Post-Production Techniques I,,Refael Spivak,Faculty of Arts,,,,,,,,,,,,97,60,87,82,88,13,001,W,FIPR,Film Production,2021
72.1,UBCV,433,Film and Media Production III,,Igor Drljaca,Faculty of Arts,,,,,,,,,,,,90,0,80,76.3,80.8,10,001,W,FIPR,Film Production,2021
85.9,UBCV,434,Producing for Film and Television,,Lael Mccall;Michelle Morris,Faculty of Arts,,,,,,,,,8,,,90,82,85,84,88,15,001,W,FIPR,Film Production,2021
80.1,UBCV,436,Documentary Development and Production,A,Shannon Walsh,Faculty of Arts,,,,,,,,,,,,88,60,82.5,80,85,10,001,W,FIPR,Film Production,2021
84,UBCV,436,Documentary Development and Production,B,Shannon Walsh,Faculty of Arts,,,,,,,,,,,,93,76,86,79.5,87,7,001,W,FIPR,Film Production,2021
81.5,UBCV,439,Post-Production Techniques II,,Refael Spivak,Faculty of Arts,,,,,,,,,9,,,91,0,87,85,88.5,15,001,W,FIPR,Film Production,2021
78.6,UBCV,469,Special Projects,A,Alejandro Yoshizawa,Faculty of Arts,,,,,,,,10,,,,92,0,84,83.8,84.3,16,001,W,FIPR,Film Production,2021
84.7,UBCV,469,Special Projects,G,Refael Spivak;Bart Anderson,Faculty of Arts,,,,,,,,,14,,,85,80,85,85,85,15,001,W,FIPR,Film Production,2021
85,UBCV,469,Special Projects,H,Bart Anderson,Faculty of Arts,0,0,0,0,0,0,0,0,14,0,0,85,85,85,85,85,14,001,W,FIPR,Film Production,2021
92.5,UBCV,500,Issues in Fisheries Research: Seminars - Fisheries Management,,Colette Wabnitz;Gabriel Reygondeau;Ussif Rashid Sumaila,Faculty of Science,,,,,,,,,,15,,96,88,93,91,94.8,18,001,W,FISH,Fisheries Research,2021
89.5,UBCV,506,Current Topics in Fisheries,F,Charles Menzies,Faculty of Science,,,,,,,,,,,,92,87,90,88,90.3,8,001,W,FISH,Fisheries Research,2021
89.2,UBCV,507,Grand Challenges in Ocean Leadership,,Simon Donner,Faculty of Science,0,0,0,0,0,0,0,0,11,7,0,92,86,89,88,90.8,18,003,W,FISH,Fisheries Research,2021
89.7,UBCV,520,"Fisheries Conservation, Governance, and Evaluation",,Villy Christensen;Charles Menzies;Wai Lung Cheung;David Rosen;Amanda Vincent;Marie Auger-Methe;Eric Parkinson;Murdoch Mcallister;Carl John Walters;Jordan Rosenfeld;Daniel Pauly;Brian Hunt;Ussif Rashid Sumaila;Evelyn Pinkerton;Andrew Trites;Camilla Speller,Faculty of Science,,,,,,,,,,,,93,84,90,89,91.5,7,001,W,FISH,Fisheries Research,2021
76.9,UBCV,100,Introduction to Film Studies,,Christine Evans,Faculty of Arts,,,,7,,16,20,27,20,10,,94,17,79,73.5,85,115,001,W,FIST,Film Studies,2021
73.2,UBCV,100,Introduction to Film Studies,,Christine Evans,Faculty of Arts,,,6,,7,8,11,27,17,11,13,94,0,79.5,66.3,84.8,110,003,W,FIST,Film Studies,2021
76.2,UBCV,100,Introduction to Film Studies,,Brent Strang,Faculty of Arts,,,,,11,11,18,24,11,,,92,0,78,72,83,84,004,W,FIST,Film Studies,2021
77.9,UBCV,200,Introduction to Canadian Cinema,,Brent Strang,Faculty of Arts,,,,,,,6,7,10,,,94,50,80,72.5,86,39,002,W,FIST,Film Studies,2021
81,UBCV,210,Early Cinema,,Joseph Clark,Faculty of Arts,,,,,,,,7,14,9,,97,2,85,81.5,89,39,002,W,FIST,Film Studies,2021
76.8,UBCV,220,Hollywood Cinema 1930-1960,,Lisa Coulthard,Faculty of Arts,,,,6,,10,9,13,15,12,,95,0,80,72,86,78,002,W,FIST,Film Studies,2021
84.7,UBCV,230,Introduction to Asian Cinema,,Su-Anne Yeo,Faculty of Arts,,,,,,,,,12,16,,100,41,86,83.3,90.8,42,001,W,FIST,Film Studies,2021
76.3,UBCV,240,Media Industries,,Brent Strang,Faculty of Arts,,,,,,6,6,7,8,,,95,42,78,71,84.3,40,001,W,FIST,Film Studies,2021
78.3,UBCV,240,Media Industries,,Brent Strang,Faculty of Arts,,,,,,,8,9,9,,,95,56,80.5,73.8,85,38,002,W,FIST,Film Studies,2021
85.7,UBCV,300,Cult Cinema,,Ernest Mathijs,Faculty of Arts,,,,,,,,21,27,38,,97,37,87,83,91,99,001,W,FIST,Film Studies,2021
79.8,UBCV,331,Studies in Film Theory,,Christine Evans,Faculty of Arts,,,,,,,,10,8,,,89,58,82,79,85,25,002,W,FIST,Film Studies,2021
96.3,UBCV,332,Studies in Genre or Period,,Sarah Shamash,Faculty of Arts,,,,,,,,,,23,,100,79,99,95.8,99,26,001,W,FIST,Film Studies,2021
78.7,UBCV,334,Seminar in Documentary,,Chelsea Birks,Faculty of Arts,,,,,,,6,,,,,91,53,79,76.5,83.5,19,001,W,FIST,Film Studies,2021
84,UBCV,336,Seminar in European Cinema,,Su-Anne Yeo,Faculty of Arts,,,,,,,,6,7,,,93,61,86.5,81,89,22,001,W,FIST,Film Studies,2021
78.3,UBCV,338,Asian and Australasian Cinema,A,Mila Zuo,Faculty of Arts,,,,,,,7,10,,,,87,58,79,76,82,25,001,W,FIST,Film Studies,2021
88.9,UBCV,340,Media Audiences,,Ernest Mathijs,Faculty of Arts,,,,,,,,,18,21,,94,69,89.5,87,92,42,001,W,FIST,Film Studies,2021
86.7,UBCV,430,Studies in Auteurism,,Christine Evans,Faculty of Arts,,,,,,,,,12,8,,92,69,88,86,90,24,001,W,FIST,Film Studies,2021
83.5,UBCV,432,Seminar in Motion Picture Forms,,Christine Evans,Faculty of Arts,,,,,,,,,13,,,90,65,85.5,82.3,88,22,001,W,FIST,Film Studies,2021
81.5,UBCV,436,Seminar in American Cinema Since 1960,,Brent Strang,Faculty of Arts,,,,,,,,,,,,93,73,79,75.5,87,19,001,W,FIST,Film Studies,2021
88.3,UBCV,445,Majors and Honours Seminar,,Lisa Coulthard,Faculty of Arts,,,,,,,,,9,8,,94,83,88,87,90,19,001,W,FIST,Film Studies,2021
87.1,UBCV,520,Advanced Film and Media Criticism,,Mila Zuo,Faculty of Arts,,,,,,,,,6,,,89,84,88,86.5,88,7,001,W,FIST,Film Studies,2021
84.2,UBCV,210,Family Context of Human Development,,Anna Dawczyk,Faculty of Arts,,,,6,,16,22,41,53,75,,98,0,87,80,91,222,101,W,FMST,Family Studies,2021
81.8,UBCV,210,Family Context of Human Development,,Kathleen Greaves,Faculty of Arts,,,,,11,18,45,83,120,45,,95,19,84,79,88,345,103,W,FMST,Family Studies,2021
75,UBCV,210,Family Context of Human Development,,Rafael Wainer,Faculty of Arts,,,8,9,16,37,38,47,15,,,88,23,77,72,81,177,104,W,FMST,Family Studies,2021
78.6,UBCV,210,Family Context of Human Development,,Kathleen Greaves,Faculty of Arts,,,,,12,13,16,22,37,14,,93,24,82,73,87,129,201,W,FMST,Family Studies,2021
79.5,UBCV,210,Family Context of Human Development,,Chelsea Freeborn,Faculty of Arts,,,,,7,18,40,64,30,13,,95,36,81,76,84,183,206,W,FMST,Family Studies,2021
81.8,UBCV,210,Family Context of Human Development,,Anna Dawczyk,Faculty of Arts,,,,7,,13,23,49,53,34,,96,38,84,79,88,193,207,W,FMST,Family Studies,2021
75.2,UBCV,238,Family Resource Management,,Phyllis Johnson,Faculty of Arts,,,6,9,17,13,18,17,11,,,94,58,76,69,81,98,201,W,FMST,Family Studies,2021
77.1,UBCV,312,Parent-child Relationships,,Rafael Wainer,Faculty of Arts,,,,,,11,17,29,12,,,92,3,80,74,83,89,104,W,FMST,Family Studies,2021
81,UBCV,312,Parent-child Relationships,,Kathleen Greaves,Faculty of Arts,,,,,,,,9,30,11,,92,35,86,76.5,88.5,71,201,W,FMST,Family Studies,2021
81.1,UBCV,312,Parent-child Relationships,,Chelsea Freeborn,Faculty of Arts,,,,,,8,19,35,19,,,90,65,82,77,84,86,203,W,FMST,Family Studies,2021
78.6,UBCV,312,Parent-child Relationships,,Chelsea Freeborn,Faculty of Arts,,,,,,8,14,34,17,,,90,19,81,76,84,87,204,W,FMST,Family Studies,2021
84,UBCV,314,Relationship Development,,Anna Dawczyk,Faculty of Arts,,,,,,,,18,37,15,,94,54,85,82,88,83,102,W,FMST,Family Studies,2021
85.9,UBCV,314,Relationship Development,,Anna Dawczyk,Faculty of Arts,,,,,,,,11,46,22,,96,60,87,85,89,90,105,W,FMST,Family Studies,2021
78.4,UBCV,314,Relationship Development,,Silvia Bartolic,Faculty of Arts,,,,,,10,22,36,14,,,91,43,80,76,82,90,201,W,FMST,Family Studies,2021
83.2,UBCV,314,Relationship Development,,Anna Dawczyk,Faculty of Arts,,,,,,,,13,29,20,,98,23,86,82,90,77,202,W,FMST,Family Studies,2021
86.1,UBCV,314,Relationship Development,,Anna Dawczyk,Faculty of Arts,,,,,,,,14,44,26,,94,64,88,84.3,90,94,203,W,FMST,Family Studies,2021
81.7,UBCV,316,Human Sexuality,,Kathleen Greaves,Faculty of Arts,,,,,,,11,17,22,13,,93,58,84,78,89,76,101,W,FMST,Family Studies,2021
70.8,UBCV,316,Human Sexuality,,Brandy Wiebe,Faculty of Arts,,6,,10,8,16,,10,,,,91,42,72,64,77.8,70,102,W,FMST,Family Studies,2021
68.9,UBCV,316,Human Sexuality,,Brandy Wiebe,Faculty of Arts,6,,,8,7,6,7,14,,,,89,0,71,63,80,63,201,W,FMST,Family Studies,2021
81.5,UBCV,316,Human Sexuality,,Kathleen Greaves,Faculty of Arts,,,,,,6,11,21,27,12,,93,41,83,78,88,87,203,W,FMST,Family Studies,2021
89,UBCV,101,Introduction to a Salish Language I,,Larry Grant;Fiona Campbell,Faculty of Arts,,,,,,,,,,,,96,79,88,86,93,9,001,W,FNEL,First Nations and Endangered Languages Program,2021
91.4,UBCV,102,Introduction to a Salish Language II,,Larry Grant;Fiona Campbell,Faculty of Arts,,,,,,,,,,7,,95,85,92,90,94,9,001,W,FNEL,First Nations and Endangered Languages Program,2021
71,UBCV,180,Introduction to Endangered Language Documentation and Revitalization,,Mark Turin,Faculty of Arts,,,,,,,,8,6,,,93,0,80,66,84.8,30,001,W,FNEL,First Nations and Endangered Languages Program,2021
78,UBCV,201,Intermediate Salish Language I,,Charla Grace Point Bassett,Faculty of Arts,,,,,,,,,,,,100,20,83.5,71.5,93,12,001,W,FNEL,First Nations and Endangered Languages Program,2021
86.2,UBCV,202,Intermediate Salish Language II,,Charla Grace Point Bassett,Faculty of Arts,,,,,,,,,,,,94,78,86,79,92,9,001,W,FNEL,First Nations and Endangered Languages Program,2021
68.7,UBCV,281,Sounds of Endangered Languages: Conservation and Revitalization,,Rachel Mcgraw;Bernard Perley,Faculty of Arts,,,,,,,,,,,,91,6,78,69.5,81,14,001,W,FNEL,First Nations and Endangered Languages Program,2021
67.7,UBCV,282,Structures of Endangered Languages: Conservation and Revitalization,,Rachel Mcgraw;Bernard Perley,Faculty of Arts,,,,,,,,,,,,85,13,79,58,82,9,001,W,FNEL,First Nations and Endangered Languages Program,2021
88.1,UBCV,380,Technologies for Endangered Language Documentation and Revitalization,,Aynur Kadir,Faculty of Arts,,,,,,,,,6,6,,96,79,88.5,86,91,14,001,W,FNEL,First Nations and Endangered Languages Program,2021
90.6,UBCV,382,Lexicography for Endangered Languages,,Mark Turin,Faculty of Arts,,,,,,,,,,8,,97,83,91.5,86.5,94.3,12,001,W,FNEL,First Nations and Endangered Languages Program,2021
